Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
lungisa	0	1	0	0	0	0	0	0	0	0
lungisa	1	0	0	1	0	0	1	0	0	1
khumbula	0	0	0	0	0	0	0	0	0	0
khunjulwa	0	0	0	0	0	0	0	0	0	0
khumbula	0	0	0	0	0	0	0	0	0	0
khumbuza	0	0	0	0	0	0	0	0	0	0
khumbuza	0	0	0	0	0	0	0	0	0	0
khumbuzo	0	0	0	0	0	0	0	0	0	0
ukukhutshwa	0	1	1	0	1	0	0	1	0	0
ukuxolelwa	1	0	0	0	0	0	0	0	0	0
ukukhupha	0	0	0	0	0	0	0	0	0	0
ukuhlawulwa	0	0	0	0	0	0	0	0	0	0
ntsalela	0	0	0	0	0	0	0	0	0	0
remodel	1	0	0	0	0	0	0	0	0	0
ukuzisola	0	1	0	0	0	0	0	1	0	0
kude	0	0	0	0	0	0	0	0	0	0
ukude	0	0	0	0	0	0	0	0	0	0
kususwa	0	1	0	0	0	0	0	0	0	0
ukususa	0	1	1	0	0	1	0	1	0	0
umvuzo	0	0	0	0	0	0	0	0	0	0
kuvuselelwa	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
nikela	1	0	0	0	0	0	0	0	0	0
ukunikezela	0	0	0	0	0	0	0	0	0	0
zivakalisa	0	0	0	0	0	0	0	0	0	0
gu qulelo	0	0	0	0	0	0	0	0	0	0
bavukeli	0	1	1	0	0	0	0	0	0	0
hlaziywa	1	0	0	0	0	0	0	0	0	0
ukulahla	0	1	1	0	0	0	0	0	0	0
ku lungiswa	1	0	0	1	0	0	0	0	0	0
lungiswa	0	0	0	0	0	0	0	0	0	0
kulungiswa	1	0	0	1	0	0	1	0	0	0
yaziwa	1	0	0	0	0	0	0	0	0	0
ziwayo	1	0	0	0	0	0	0	0	0	0
ukuqesha	0	0	0	0	0	0	0	0	0	0
yokuqeshisa	0	0	0	0	0	0	0	0	0	0
umninimzi	0	0	0	0	0	0	0	0	0	0
rhoxiswa	0	1	0	0	0	0	0	0	0	0
ukulungiswa kwakhona	0	0	0	0	0	0	0	0	0	0
ukulungiswa kwakhona	1	0	0	0	0	0	0	0	0	0
ukulungiswa	0	0	0	0	0	0	0	0	0	0
hlaziywa	1	0	0	0	0	0	0	0	0	1
hlawula	1	0	1	1	0	0	1	0	0	1
ntlawulo	0	0	0	0	0	0	0	0	0	0
rhoxiswa	0	0	0	0	0	0	0	0	0	0
kuphinda	0	0	0	0	0	0	0	0	0	0
kuphinda	0	0	0	0	0	0	0	0	0	0
ngokuphindaphindiweyo	0	0	0	0	0	0	0	0	0	0
phinda	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
ukulahlwa	0	1	1	0	1	1	0	0	0	0
phendule	0	1	0	0	1	0	0	0	0	0
guquka	1	0	0	0	0	1	0	0	0	0
guquka	0	0	0	0	0	0	0	0	0	0
repertoire	0	0	0	0	0	0	0	0	0	0
kwakhona	0	0	0	0	0	0	0	0	0	0
ukuphindaphinda	0	0	0	0	0	0	0	0	0	0
ithatha indawo	0	0	0	0	0	0	0	0	0	0
ukutshintshwa	0	0	0	0	0	0	0	0	0	0
ukuzalisa	1	0	0	0	0	0	0	0	0	0
zizele	1	0	0	0	0	0	0	0	0	0
ukuphindaphinda	0	0	0	0	0	0	0	0	0	0
mpendulo	0	0	0	0	0	0	0	0	0	0
ingxelo	0	0	0	0	0	0	0	0	0	0
ingxelo	0	0	0	0	0	0	0	0	0	0
intatheli	1	0	0	0	0	0	0	0	0	1
kuphumla	1	0	0	0	0	0	0	0	0	0
ukubeka kwakhona	0	0	0	0	0	0	0	0	0	0
yokugcina	0	0	0	0	0	0	0	0	0	0
ukumela	0	0	0	0	0	0	0	0	0	0
ummeli	0	0	0	0	0	0	0	0	0	0
emele	1	0	0	0	0	0	0	0	0	0
emele	0	0	0	1	0	0	0	0	0	0
ukuphelisa	0	1	0	0	0	0	0	1	0	0
phendule	0	0	0	0	0	0	0	0	0	0
ukunyanzeliswa	0	1	0	0	0	1	0	0	0	0
ukuhlaziya	0	0	0	0	0	0	0	0	0	0
ukugxekwa	0	1	1	0	0	0	0	0	0	0
phinda kwakhona	0	1	0	0	0	0	0	0	0	0
ukuhlawula	0	1	1	0	0	1	0	1	0	0
kwakhona	0	0	0	0	0	0	0	0	0	0
ngcikivo	0	1	1	0	1	0	0	1	0	0
kuvelisa	0	0	0	0	0	0	0	0	0	0
ukuvelisa	0	0	0	0	0	0	0	0	0	0
ukuzala	1	0	0	0	0	0	1	0	0	0
izidumbu	0	0	0	0	0	0	0	0	0	0
republic	0	1	0	0	0	0	0	0	0	0
republica	0	0	0	0	0	0	0	0	0	0
ukuchasa	0	1	1	0	1	0	0	0	0	0
ukugxeka	0	1	0	0	1	1	0	0	0	0
ukuthengwa	0	0	0	0	0	0	0	0	0	0
ziwayo	1	0	0	0	0	0	0	0	0	1
idumela	0	0	0	0	0	0	0	0	0	0
ziphikisa	0	0	0	0	0	0	0	0	0	0
sicelo	0	0	0	0	0	0	0	0	0	0
i-requiem	0	0	0	0	0	0	0	1	0	0
ku funeka	0	0	0	0	0	0	0	0	0	0
mfuneko	0	0	0	0	0	0	0	0	0	0
eziyimfuneko	0	0	0	0	0	0	0	0	0	0
iikhwizishini	0	0	0	0	0	0	0	0	0	0
kuhlutha	0	1	0	0	0	0	0	0	0	0
ku rhoxiswa	0	1	0	0	0	0	0	0	0	0
hlangula	1	0	0	1	0	0	1	0	1	1
uphando	0	0	0	0	0	0	0	0	0	0
ukuthengiswa	0	0	0	0	0	1	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
bafana	0	0	0	0	0	0	0	0	0	0
zifana	0	0	0	0	0	0	0	0	0	0
nomsindo	0	1	1	0	0	0	0	0	0	0
ukuba nomsindo	0	1	1	0	0	0	0	0	0	0
nentlungu	0	1	1	0	1	0	0	1	0	0
ukugcinwa	0	0	0	0	0	0	0	0	0	0
zigcinwe	1	0	0	0	0	0	0	0	0	0
zigcinwe	0	0	0	0	0	0	0	0	0	0
iindawo zokugcina	0	0	0	0	0	0	0	0	0	0
umthombo	0	0	0	0	0	0	0	0	0	0
kuhlala	0	0	0	0	0	0	0	0	0	0
kuhlala	0	0	0	0	0	0	0	0	0	0
zokuhlala	0	0	0	0	0	0	0	0	0	0
kuhlala	1	0	0	0	0	0	0	0	0	0
ntsalela	0	0	0	0	0	0	0	0	0	0
ntsalela	0	0	0	0	0	0	0	0	0	0
rhoxisa	0	1	1	0	1	1	0	1	0	0
yokuyeka emsebenzini	0	1	0	0	0	0	0	1	1	0
rhoxisa	0	1	0	0	0	0	0	1	0	0
melela	0	0	0	0	0	0	0	0	0	0
ba xho mekeke	1	0	0	0	0	0	0	0	0	0
resin	0	0	0	0	0	0	0	0	0	0
xhathisa	0	1	0	0	0	0	0	0	0	0
ukumelana	0	1	1	0	0	0	0	0	0	0
xhatshazwa	0	1	0	0	0	1	0	0	0	0
xhathisa	0	1	1	0	0	1	0	1	0	0
ukuhlaselwa	1	0	0	0	0	0	0	0	0	0
sisombululo	0	0	0	0	0	0	0	0	0	0
ngokuqinisekileyo	1	0	0	0	0	0	0	0	0	0
sigqibo	0	0	0	0	0	0	0	0	0	0
zigqibo	0	0	0	0	0	0	0	0	0	0
sigqibo	0	0	0	0	0	0	0	0	0	0
ukuhlaselwa	0	0	0	0	0	0	0	0	0	0
i-resonant	0	0	0	0	0	0	0	0	0	0
ukuhlaziya	0	0	0	0	0	0	0	0	0	0
resonator	0	0	0	0	0	0	0	0	0	0
ukutyelela	0	0	0	0	0	0	0	0	0	0
ukuxhamla	0	0	0	0	0	0	0	0	0	0
zixhobo	1	0	0	0	0	0	1	0	0	1
ntlonipho	1	0	0	1	0	0	1	0	0	1
ukuhlonipha	1	0	0	0	0	0	0	0	0	0
hlonela	1	0	0	0	0	0	0	0	0	1
hlonela	0	0	0	0	0	0	0	0	0	0
hlonela	1	0	0	0	0	0	0	0	0	1
hlonela	1	0	0	0	0	0	0	0	0	0
ezifanelekileyo	0	0	0	0	0	0	0	0	0	0
ntlonipho	1	0	0	0	0	0	0	0	0	1
ukuphefumla	0	0	0	0	0	0	0	0	0	0
ukuphefumla	0	0	0	0	0	0	0	0	0	0
ukuphelisa	1	0	0	0	0	0	1	0	0	1
ngokukhawuleza	1	0	0	0	0	0	1	0	0	0
phendula	0	0	0	0	0	0	0	0	0	0
ummangalelwa	0	0	0	0	0	0	0	0	0	0
mpendulo	0	0	0	0	0	0	0	0	0	0
xanduva	0	0	0	0	0	0	0	0	0	0
xanduva	1	0	0	0	0	0	0	0	0	1
phendula	1	0	0	1	0	0	0	0	0	1
kuphumla	1	0	0	0	0	0	0	0	0	0
yokutyela	0	0	0	0	0	0	0	0	0	0
kuphumla	1	0	0	0	0	0	0	0	0	0
ukubuyiselwa	1	0	1	0	0	0	0	0	0	0
ukungazinzi	0	0	0	1	0	0	0	0	0	0
kubuyiselwa	0	0	0	0	0	0	0	0	0	0
yokubuyisela	1	0	0	1	0	0	1	0	0	1
bu yiselwe	0	0	0	0	0	0	0	0	0	0
bu yisela	1	0	0	0	0	0	0	0	0	0
zi thintele	0	1	1	0	0	1	0	0	0	0
zi thintele	0	0	0	0	0	1	0	0	0	0
ku thintela	1	0	0	0	0	0	0	0	0	0
ukukhawulela	0	1	0	0	0	0	0	1	0	0
ncitshiswe	0	0	0	0	0	0	0	0	0	0
thintelo	0	1	1	0	0	1	0	1	0	0
ku thintela	0	1	0	0	0	0	0	0	0	0
siphumo	0	0	0	1	0	0	0	0	0	0
ziphumo	0	0	0	1	0	0	0	0	0	0
ukuqala kwakhona	1	0	0	0	0	0	0	0	0	0
uvuko	0	0	0	0	0	0	0	0	0	0
ukuhlaziywa	0	0	0	0	0	0	0	0	0	0
Ivenkile	0	0	0	0	0	0	0	0	0	0
umthengisi	0	0	0	0	0	0	0	0	0	0
kugcina	0	0	0	0	0	0	0	0	0	1
kugcinwa	0	0	0	0	0	0	0	0	0	0
buyise	0	0	0	0	0	0	0	0	0	0
bu yisela	0	1	1	0	0	0	0	0	0	0
impindezelo	0	1	1	0	0	1	0	0	0	0
impindiselo	0	1	1	0	0	0	0	0	0	0
libale	0	1	0	0	1	1	0	1	0	0
ukulibala	0	1	0	0	0	0	0	0	0	0
kugcinwa	1	0	0	0	0	0	0	0	0	0
ukuthobela	0	0	0	0	0	0	0	0	0	0
aphendule	0	1	0	0	0	1	0	0	0	0
retina	0	0	0	0	0	0	0	0	0	0
umhlala phantsi	0	0	0	0	0	0	0	0	0	0
umhlalaphantsi	1	1	0	1	0	1	1	1	0	1
umhlala phantsi	0	0	0	0	0	0	0	0	0	0
buyiswa kwakhona	0	0	0	0	0	0	0	0	0	0
ukubuyisela	0	1	0	0	0	0	0	0	0	0
ukubuyisela	0	0	0	0	0	0	0	0	0	0
rhoxisa	0	1	1	0	0	0	0	0	0	0
rhoxisa	0	1	0	0	0	0	0	0	0	0
ukuxothwa	0	1	0	0	0	1	0	0	0	0
i ntlawulo	0	1	1	0	0	1	0	1	0	0
ukufunyanwa	0	0	0	0	0	0	0	0	0	0
ku fumana	0	0	0	0	0	0	0	0	0	0
umbuyisi	0	0	0	0	0	0	0	0	0	0
abuyele	0	0	0	0	0	0	0	0	0	0
kubuyiselwa kwakhona	0	1	0	0	0	0	0	0	0	0
bu yisela	0	0	0	0	0	0	0	0	0	0
ezayo	0	0	0	0	0	0	0	0	0	0
ngokuphindaphindiweyo	0	0	0	0	0	0	0	0	0	0
kubuya	0	0	0	0	0	0	0	0	0	0
kwakhona	1	0	0	1	0	0	0	0	0	1
kutyhila	0	0	0	0	0	0	0	0	0	0
zivelise	1	0	0	0	0	0	1	0	0	0
tyhilelo	0	0	0	0	0	0	0	0	0	0
imivumba	1	0	0	0	0	0	1	0	0	0
ndezela	0	1	1	1	0	1	0	0	1	0
ngeniso	0	0	0	0	0	0	0	0	0	0
ukubuyisana	0	0	0	0	0	0	0	0	0	0
ku hlonela	1	0	0	1	0	0	1	0	0	1
ukuhlonela	1	0	0	0	0	0	1	0	0	1
umfundisi	1	0	0	0	0	0	1	0	0	0
uhlonela	0	0	0	0	0	0	0	0	0	0
bu yiselwa	1	0	0	0	0	0	1	0	0	1
ukuguqulwa	0	1	1	0	1	0	0	0	1	0
ukujika	0	0	0	0	0	0	0	0	0	0
ukubuyiswa	0	0	0	0	0	0	0	0	0	0
buyele	0	0	0	0	0	0	0	0	0	0
kubuya	0	0	0	0	0	0	0	0	0	0
hlaziywa	0	0	0	0	0	0	0	0	0	0
umbuyekezi	0	0	0	0	0	0	0	0	0	0
hlaziywa	1	0	0	0	0	0	0	0	0	0
hlaziywa	0	0	0	0	0	0	0	0	0	0
buyele kwakhona	0	0	0	0	0	0	0	0	0	0
imvuselelo	1	0	0	1	0	0	1	0	0	1
hlaziya	1	1	0	1	0	0	0	0	0	0
ku rhoxiswa	0	1	0	0	0	0	0	0	0	0
ku rhoxisa	0	1	1	0	1	1	0	1	0	0
mvukelo	0	1	1	0	0	0	0	0	1	0
ukuvukela	0	1	1	0	1	1	0	0	0	0
gu qulelo	1	1	1	1	0	1	0	1	1	0
yenguqu	1	0	0	0	0	0	0	0	0	0
kuguqula	0	0	0	0	0	0	0	0	0	0
ukuguquka	0	0	0	0	0	0	0	0	0	0
revolver	0	1	1	0	0	1	0	1	0	0
ukuvukela	0	1	1	0	1	1	0	0	0	0
ibuyiselo	1	0	0	1	0	0	1	0	1	1
ngxelo	0	0	0	0	0	0	0	0	0	0
ngongoma	0	0	0	0	0	0	0	0	0	0
rheumatism	0	1	1	0	0	1	0	1	0	0
isingeniso	0	0	0	0	0	0	0	0	0	0
imiqobo	0	0	0	0	0	0	0	0	0	0
isigqi	1	0	0	0	0	0	0	0	0	0
ngesigqi	1	0	0	0	0	0	1	0	1	0
imbambo	0	0	0	0	0	0	0	0	0	0
bhinqa	0	0	0	0	0	0	0	0	0	0
ibhendi	1	0	1	1	0	0	1	0	0	0
ilayisi	0	0	0	0	0	0	0	0	0	0
ubutyebi	0	0	0	0	0	0	0	0	0	0
butyebi	1	0	0	0	0	0	0	0	0	0
i rick	0	0	0	0	0	0	0	0	0	0
uhlekisayo	0	1	0	0	0	0	0	0	0	0
ukulahla	0	0	0	0	0	0	0	0	0	0
ukulahlwa	0	0	0	0	0	0	0	0	0	0
umkhwa	0	0	0	0	0	0	0	0	1	0
ezigqithisiweyo	0	1	0	0	0	0	0	0	0	0
ukukhwela	0	0	0	0	0	0	0	0	0	0
umgibeli	1	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
ngcikivo	0	1	1	0	1	0	0	1	0	0
ngcikivo	0	1	1	0	1	0	0	0	0	0
ekhwele	0	0	0	0	0	0	0	0	0	0
sithwele	0	1	0	0	0	0	0	0	0	0
isibhamu	0	1	1	0	0	1	0	0	0	0
izibhamu	0	0	0	0	0	0	0	0	0	0
ukukhwela	0	1	0	0	0	0	0	0	0	0
ngqongqo	0	0	0	0	0	0	0	0	0	0
ukukhwela	0	0	0	0	0	0	0	0	0	0
lungisa	1	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ngokufanelekileyo	1	0	0	0	0	0	0	0	0	0
ezinzima	0	1	0	0	0	0	0	0	0	0
ngqongqo	0	1	0	0	0	0	0	0	0	0
ngokukhawuleza	0	1	0	0	1	1	0	0	0	0
ngqongqo	0	1	0	0	0	0	0	0	0	0
umtya	0	0	0	0	0	0	0	0	0	0
rind	0	0	0	0	0	0	0	0	0	0
ngqinela	0	0	0	0	0	0	0	0	0	0
isandi	0	1	1	0	0	0	0	0	0	0
ukukhala	0	0	0	0	0	0	0	0	0	0
rink	0	0	0	0	0	0	0	0	0	0
susela	0	0	0	0	0	0	0	0	0	0
ukuqhuma	0	1	1	0	0	1	0	0	0	0
ephazamisayo	0	1	1	0	0	1	0	0	1	0
umlimi	0	0	0	0	0	0	0	0	0	0
zivuthiwe	1	0	0	0	0	0	0	0	0	0
kuvuthwa	1	0	0	1	0	0	0	0	0	0
ukuvuthwa	0	0	0	0	0	0	0	0	0	0
ukuvutha	0	0	0	0	0	0	0	0	0	0
kuvuka	0	0	0	0	0	0	0	0	0	0
kuvuka	1	0	0	1	0	0	1	0	0	0
mngcipheko	0	1	0	1	0	1	0	0	0	0
yingozi	0	1	0	1	0	1	0	0	0	0
uhlanga	0	0	0	0	0	0	0	0	0	0
isithethe	0	0	0	0	0	0	0	0	0	0
zithethe	0	0	0	0	0	0	0	0	0	0
ngxabano	0	0	0	0	0	0	0	0	0	0
ngxabano	0	1	1	0	0	0	0	0	0	0
umlambo	0	0	0	0	0	0	0	0	0	0
umfula ibhanki	0	0	0	0	0	0	0	0	0	0
rivet	0	0	0	0	0	0	0	0	0	0
zikhwele	0	0	0	0	0	0	0	0	0	0
ukukhwaza	1	0	0	0	0	0	0	0	0	0
kwendlela	0	0	0	0	0	0	0	0	0	0
iindlela	0	0	0	0	0	0	0	0	0	0
yendlela	1	0	0	0	0	0	1	0	0	1
kwendlela	0	0	0	0	0	0	0	0	0	0
kuhamba	0	0	0	0	0	0	0	0	0	0
bhonga	0	0	0	0	0	0	0	0	0	0
icazi	0	0	0	0	0	0	0	0	0	0
ukuphanga	0	1	1	0	1	1	0	1	0	0
umphangi	0	1	0	0	1	1	0	0	0	0
ukuphanga	0	1	1	0	1	1	0	1	0	0
ingubo	0	0	0	0	0	0	0	0	0	0
i robot	0	0	0	0	0	0	0	0	0	0
robotics	0	0	0	0	0	0	0	0	0	0
ezinamandla	1	0	0	0	0	0	0	0	0	0
roc	0	0	0	0	0	0	0	0	0	0
edwaleni	1	0	0	0	0	0	0	0	0	0
i rocket	0	0	1	0	0	0	0	0	0	0
ngamatye	0	0	0	0	0	0	0	0	0	0
intonga	1	0	0	0	0	1	0	0	0	1
roe	0	0	0	0	0	0	0	0	0	0
zibuhlungu	0	1	0	0	1	0	0	0	0	0
indima	0	0	0	0	0	0	0	0	0	0
kuluhlu	0	0	0	0	0	0	0	0	0	0
i-roller	0	0	0	0	0	0	0	0	0	0
baxhasi	0	0	0	0	0	0	0	0	0	0
i-rollicking	1	0	0	0	0	0	1	0	0	0
ukugqithisa	0	0	0	0	0	0	0	0	0	0
uthando	1	0	0	1	0	1	1	1	1	1
zothando	1	0	0	1	0	0	1	0	0	1
zothando	1	0	0	0	0	0	1	0	0	0
ukuxhamla	1	0	0	0	0	0	1	0	0	0
phahleni	0	0	0	0	0	0	0	0	0	0
kuhamba	0	1	1	0	1	0	0	0	0	0
kwigumbi	0	0	0	0	0	0	0	0	0	0
lukhulu	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
iqhude	0	0	0	0	0	0	0	0	0	0
ingcambu	0	0	0	0	0	0	0	0	0	0
zigxile	1	0	0	0	0	0	0	0	0	1
intambo	0	0	0	0	0	0	0	0	0	0
rosari	0	0	0	0	0	0	0	0	0	0
yavuka	0	0	0	0	0	0	0	0	0	0
rosemary	0	0	0	0	0	0	0	0	0	0
rosette	0	0	0	0	0	0	0	0	0	0
iqela	0	0	0	0	0	0	0	0	0	0
luhle	1	0	0	0	0	0	0	0	0	0
ukubola	0	1	0	0	1	1	0	1	0	0
rota	1	0	0	0	0	0	0	0	0	1
ojikelezayo	0	0	0	0	0	0	0	0	0	0
ujikeleze	0	0	0	0	0	0	0	0	0	0
ujikelezo	0	0	0	0	0	0	0	0	0	0
rote	0	0	0	0	0	0	0	0	0	0
rotor	0	0	0	0	0	0	0	0	0	0
ukubola	0	1	0	0	1	0	0	0	0	0
rouge	0	0	0	0	0	0	0	0	0	0
buhlungu	0	0	0	0	0	0	0	0	0	0
ngokukhawuleza	0	0	0	0	0	0	0	0	0	0
ukugqithisa	0	1	0	0	0	0	0	0	0	0
roulette	0	0	0	1	0	0	0	0	0	0
ji kelele	0	0	0	0	0	0	0	0	0	0
ngeenxa zonke	0	0	0	0	0	0	0	0	0	0
zi ji kelelwe	0	0	0	0	0	0	0	0	0	0
yisonge yonke	0	0	0	0	0	0	0	0	0	0
vuka	0	0	0	0	0	0	0	0	0	0
ukuvusa	0	0	0	0	0	0	0	0	0	0
ukuvusa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
indlela	0	0	0	0	0	0	0	0	0	0
i siqhelo	1	0	0	0	0	0	0	0	0	1
rover	0	0	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
umgca	0	1	1	0	0	0	0	0	0	0
ehleli	0	1	0	0	0	0	0	0	0	0
bu kumkani	0	0	0	0	0	0	0	0	0	0
ubukhosi	1	0	0	0	0	0	0	0	0	0
ukuxuba	0	0	0	0	0	0	0	0	0	0
yerabha	0	0	0	0	0	0	0	0	0	0
rubbers	0	0	0	0	0	0	0	0	0	0
ukuxubha	0	0	0	0	0	0	0	0	0	0
udoti	0	1	0	0	1	0	0	0	0	0
uhlahlo	0	1	0	0	0	1	0	1	0	0
rubrikhi	1	0	0	0	0	0	0	0	0	0
rubyhi	0	0	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
luhlaza	0	0	0	0	0	0	0	0	0	0
uhlaziyo	0	0	0	0	0	0	0	0	0	0
izixhobo	0	0	0	0	0	0	0	0	0	0
kumgca	0	1	0	0	0	0	0	1	0	0
ngca	0	0	0	0	0	0	0	0	0	0
sitshisa	0	1	0	0	0	0	0	0	0	0
umbhoxo	0	0	0	0	0	0	0	0	0	0
ngumbindi	0	1	0	0	0	0	0	0	0	0
ntshabalalo	0	1	0	0	0	1	0	1	0	0
laliswa	0	1	1	0	1	1	0	1	0	0
ntsha balala	0	1	1	0	1	1	0	1	0	0
la manxuwa	0	0	0	0	0	0	0	0	0	0
lawula	0	0	0	0	0	1	0	0	0	1
umlawuli	0	0	0	0	0	0	0	0	0	0
lawula	0	0	0	0	0	0	0	0	0	0
iram	0	0	0	0	0	0	0	0	0	0
ukugquma	0	0	0	0	0	0	0	0	0	0
i ntetho	0	0	0	0	0	0	0	0	0	0
rhweba	0	1	0	0	0	0	0	1	0	0
ngenyameko	0	0	0	0	0	0	0	0	0	0
ukuqhuma	0	0	0	0	0	0	0	0	0	0
Baleka	0	1	0	0	0	0	0	1	0	0
kuqhuba	0	0	0	0	0	0	0	0	0	0
iyakhala	0	0	0	0	0	0	0	0	0	0
umgijimi	0	0	0	0	0	0	0	0	0	0
ku sebenza	0	0	0	0	0	0	0	0	0	0
umzila	0	0	0	0	0	0	0	0	0	0
kuphuka	0	1	0	0	0	1	0	1	1	0
zasemaphandleni	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
ukukhawuleza	0	0	0	0	0	0	0	0	0	0
ukugquma	0	1	0	0	0	0	0	0	0	0
rustic	0	0	0	0	0	0	0	0	0	0
i-rustle	0	0	0	0	0	0	0	0	0	0
ziqhenqa	0	1	0	0	0	0	0	0	0	0
udidi	0	0	0	0	0	0	0	0	0	0
ruth	1	0	0	0	0	0	0	0	0	0
onobubi	0	1	1	0	1	1	0	0	0	0
rye rye	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	0	1	0	0	0	0
sable	0	0	0	0	0	0	0	0	0	0
isabatha	0	1	1	0	1	1	0	1	1	0
ngxowa	0	0	0	0	0	0	0	0	0	0
ngxowa	0	0	0	0	0	0	0	0	0	0
sakramente	0	0	0	0	0	0	0	0	0	0
engcwele	0	0	0	0	0	0	0	0	0	0
imibingelelo	0	1	0	0	1	1	0	1	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
buhlungu	0	1	0	0	0	0	0	1	0	0
buhlungu	0	1	0	0	0	0	0	1	0	1
khu selekile	1	0	0	0	0	0	1	0	0	1
khusela	1	0	0	0	0	0	0	0	0	1
kugcinwa	0	0	0	0	0	0	0	0	0	1
khu seleko	0	0	0	0	0	0	0	0	0	0
saffron	0	0	0	0	0	0	0	0	0	0
sag	0	1	0	0	0	1	0	0	0	0
saga	0	0	0	0	0	0	0	0	0	0
sage	1	0	0	0	0	0	0	0	0	1
ngomkhumbi	0	0	0	0	0	0	0	0	0	0
ngomkhumbi	0	0	0	0	0	0	0	0	0	0
ngomkhumbi	0	0	0	0	0	0	0	0	0	0
ngcwele	1	0	0	1	0	0	1	0	1	1
ngcwele	1	0	0	1	0	0	1	0	1	1
isaladi	0	0	0	0	0	0	0	0	0	0
salamander	0	0	0	0	0	0	0	0	0	0
umvuzo	1	0	0	1	0	0	1	0	0	1
thengiswa	0	0	0	0	0	0	0	0	0	0
umthengisi	0	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
saline	0	0	0	0	0	0	0	0	0	0
mathe	0	0	0	1	0	0	0	0	0	0
sally	0	0	0	0	0	0	0	0	1	0
salon	0	0	0	0	0	0	0	0	0	0
saloon	0	0	1	0	0	0	0	0	0	0
ityuwa	0	0	0	0	0	0	0	0	0	0
usawoti	0	0	0	0	0	0	0	0	0	0
salutary	1	0	0	0	0	0	1	0	0	1
bulisa	0	0	0	0	0	0	0	0	0	0
bulisa	1	0	0	0	0	0	1	0	0	0
salvage	0	0	0	0	0	0	0	0	0	0
usindiso	1	0	0	1	0	0	1	0	0	1
salve	1	0	0	0	0	0	0	0	0	0
samba	0	0	0	0	0	0	0	0	0	0
ngokufanayo	0	0	0	0	0	0	0	0	0	0
samamura	1	0	0	0	0	1	0	0	0	0
ngcwaliswa	1	0	0	0	0	0	1	0	0	1
ngcwaliswa	0	0	0	0	0	0	0	0	0	0
ngcwalisa	1	0	0	1	0	0	1	1	1	1
sohlwayo	0	0	0	0	0	0	0	0	0	0
mthethweni	0	0	0	0	0	0	0	0	0	0
ubungcwele	0	0	0	0	0	0	0	0	0	0
engcwele	1	0	0	1	0	0	1	0	0	1
isanti	0	0	0	0	0	0	0	0	0	0
isanti	0	0	0	0	0	0	0	0	0	0
ngca	0	0	0	0	0	0	0	0	0	0
iisanti	0	0	0	0	0	0	0	0	0	0
isanti	0	0	0	0	0	0	0	0	0	0
ngqi	0	0	0	0	0	0	0	0	0	0
sanguine	1	0	0	0	0	0	0	0	0	0
ucoceko	1	0	0	0	0	0	0	0	0	0
ucoceko	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
kutshaya	0	1	0	0	0	0	0	1	0	0
isafire	0	0	0	0	0	0	0	0	0	0
sappy	0	0	0	0	0	0	0	0	0	1
ngcikivo	0	1	1	0	1	0	0	1	0	0
sarcoma	0	1	0	0	0	1	0	1	0	0
sardonic	0	1	0	0	0	0	0	0	0	0
sash	0	0	0	0	0	0	0	0	0	0
uSathana	0	1	1	0	0	0	0	0	0	0
satchel	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sathelethi	0	0	0	0	0	0	0	0	0	0
satin	1	0	0	0	0	0	0	0	0	0
satire	0	0	0	0	0	0	0	0	0	0
satirical	0	0	0	0	0	0	0	0	0	0
ukwaneliseka	0	0	0	0	0	0	0	0	0	0
ngokwanelisayo	1	0	0	0	0	0	0	0	0	0
nekile	1	0	0	0	0	0	1	0	0	0
ukuzaliswa	0	0	0	0	0	0	0	0	0	0
epheleleyo	0	1	0	0	1	0	0	0	0	0
ukugcwalisa	0	0	0	0	0	0	0	0	0	0
i sauce	0	0	0	0	0	0	0	0	0	0
ipeni	0	0	0	0	0	0	0	0	0	0
