Word	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
ukulahla	0	1	0	0	0	0	0	0	0	0
ukuhlelwa kabusha	0	0	0	0	0	0	0	0	0	0
lungisa kabusha	1	0	0	0	0	0	0	0	0	0
ukukhanda	0	0	0	0	0	0	0	0	0	0
ukubuyisela	1	0	0	0	0	0	0	0	0	1
buyisela	1	0	1	1	0	0	1	0	0	1
ukubuyiselwa kwemali	0	0	0	0	0	0	0	0	0	0
phinda	0	0	0	0	0	0	0	0	0	0
phinda	0	0	0	0	0	0	0	0	0	0
ephindaphindiwe	0	0	0	0	0	0	0	0	0	0
ngokuphindaphindiwe	0	0	0	0	0	0	0	0	0	0
phinda	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
ukuphulukisa	0	1	1	0	1	1	0	0	0	0
ukuphinda	0	1	0	0	1	0	0	0	0	0
phenduka	1	0	0	0	0	1	0	0	0	0
ukuphenduka	0	0	0	0	0	0	0	0	0	0
repertoire	0	0	0	0	0	0	0	0	0	0
repertory	0	0	0	0	0	0	0	0	0	0
ukuphindaphinda	0	0	0	0	0	0	0	0	0	0
shintsha	0	0	0	0	0	0	0	0	0	0
ukufaka esikhundleni	0	0	0	0	0	0	0	0	0	0
buyisa	1	0	0	0	0	0	0	0	0	0
zigcwele	1	0	0	0	0	0	0	0	0	0
ukuphindaphinda	0	0	0	0	0	0	0	0	0	0
phendula	0	0	0	0	0	0	0	0	0	0
umbiko	0	0	0	0	0	0	0	0	0	0
kubikiwe	0	0	0	0	0	0	0	0	0	0
intatheli	1	0	0	0	0	0	0	0	0	1
ukuphumula	1	0	0	0	0	0	0	0	0	0
ukubeka esikhundleni	0	0	0	0	0	0	0	0	0	0
indawo yokugcina	0	0	0	0	0	0	0	0	0	0
ukumelwa	0	0	0	0	0	0	0	0	0	0
omele	0	0	0	0	0	0	0	0	0	0
imelwe	1	0	0	0	0	0	0	0	0	0
emele	0	0	0	1	0	0	0	0	0	0
ukucindezela	0	1	0	0	0	0	0	1	0	0
uphenduliwe	0	0	0	0	0	0	0	0	0	0
ukucindezelwa	0	1	0	0	0	1	0	0	0	0
hlaziya	0	0	0	0	0	0	0	0	0	0
ukusola	0	1	1	0	0	0	0	0	0	0
phinda uphinde	0	1	0	0	0	0	0	0	0	0
ukuphindaphinda	0	1	1	0	0	1	0	1	0	0
buyisela kabusha	0	0	0	0	0	0	0	0	0	0
isihlamba	0	1	1	0	1	0	0	1	0	0
ukukhiqiza	0	0	0	0	0	0	0	0	0	0
ukukhiqiza	0	0	0	0	0	0	0	0	0	0
ukuzala	1	0	0	0	0	0	1	0	0	0
i-reptile	0	0	0	0	0	0	0	0	0	0
i-republic	0	1	0	0	0	0	0	0	0	0
i-republican	0	0	0	0	0	0	0	0	0	0
ukuphika	0	1	1	0	1	0	0	0	0	0
ukugxekwa	0	1	0	0	1	1	0	0	0	0
ukuthenga kabusha	0	0	0	0	0	0	0	0	0	0
ehloniphekile	1	0	0	0	0	0	0	0	0	1
idumela	0	0	0	0	0	0	0	0	0	0
ukuphikisa	0	0	0	0	0	0	0	0	0	0
isicelo	0	0	0	0	0	0	0	0	0	0
requiem	0	0	0	0	0	0	0	1	0	0
edingekayo	0	0	0	0	0	0	0	0	0	0
imfuneko	0	0	0	0	0	0	0	0	0	0
okudingekayo	0	0	0	0	0	0	0	0	0	0
isidingo	0	0	0	0	0	0	0	0	0	0
phindaphinda	0	1	0	0	0	0	0	0	0	0
susa	0	1	0	0	0	0	0	0	0	0
khulula	1	0	0	1	0	0	1	0	1	1
ucwaningo	0	0	0	0	0	0	0	0	0	0
ukuvuselela	0	0	0	0	0	1	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
kufana	0	0	0	0	0	0	0	0	0	0
ukucasuka	0	1	1	0	0	0	0	0	0	0
ukucasuka	0	1	1	0	0	0	0	0	0	0
ukufutheka	0	1	1	0	1	0	0	1	0	0
ukubhuka	0	0	0	0	0	0	0	0	0	0
ukugcina	1	0	0	0	0	0	0	0	0	0
okugcinwe	0	0	0	0	0	0	0	0	0	0
izimpahla	0	0	0	0	0	0	0	0	0	0
ibhakede	0	0	0	0	0	0	0	0	0	0
uhlale	0	0	0	0	0	0	0	0	0	0
ukuhlala	0	0	0	0	0	0	0	0	0	0
zokuhlala	0	0	0	0	0	0	0	0	0	0
ohlala khona	1	0	0	0	0	0	0	0	0	0
kusele	0	0	0	0	0	0	0	0	0	0
izinsalela	0	0	0	0	0	0	0	0	0	0
sula	0	1	1	0	1	1	0	1	0	0
ukuyeka emsebenzini	0	1	0	0	0	0	0	1	1	0
ushiye	0	1	0	0	0	0	0	1	0	0
ukuqina	0	0	0	0	0	0	0	0	0	0
ukuqina	1	0	0	0	0	0	0	0	0	0
i-resin	0	0	0	0	0	0	0	0	0	0
ukumelana	0	1	0	0	0	0	0	0	0	0
ukumelana	0	1	1	0	0	0	0	0	0	0
ukumelana	0	1	0	0	0	1	0	0	0	0
ukumelana	0	1	1	0	0	1	0	1	0	0
ukuphumula	1	0	0	0	0	0	0	0	0	0
ukuzimisela	0	0	0	0	0	0	0	0	0	0
ngokuqiniseka	1	0	0	0	0	0	0	0	0	0
isinqumo	0	0	0	0	0	0	0	0	0	0
ukuxazulula	0	0	0	0	0	0	0	0	0	0
ixazululwe	0	0	0	0	0	0	0	0	0	0
i-resonance	0	0	0	0	0	0	0	0	0	0
i-resonant	0	0	0	0	0	0	0	0	0	0
qalisa kabusha	0	0	0	0	0	0	0	0	0	0
i-resonator	0	0	0	0	0	0	0	0	0	0
resort	0	0	0	0	0	0	0	0	0	0
ukuphazamisa	0	0	0	0	0	0	0	0	0	0
izinsiza	1	0	0	0	0	0	1	0	0	1
inhlonipho	1	0	0	1	0	0	1	0	0	1
ukuhlonipha	1	0	0	0	0	0	0	0	0	0
inhlonipho	1	0	0	0	0	0	0	0	0	1
ihlonishwa	0	0	0	0	0	0	0	0	0	0
inhlonipho	1	0	0	0	0	0	0	0	0	1
ukuhlonipha	1	0	0	0	0	0	0	0	0	0
okuhambisanayo	0	0	0	0	0	0	0	0	0	0
izihlonipho	1	0	0	0	0	0	0	0	0	1
ukuphefumula	0	0	0	0	0	0	0	0	0	0
ukuphefumula	0	0	0	0	0	0	0	0	0	0
ukuphefumula	1	0	0	0	0	0	1	0	0	1
ehloniphekile	1	0	0	0	0	0	1	0	0	0
phendula	0	0	0	0	0	0	0	0	0	0
umphenduli	0	0	0	0	0	0	0	0	0	0
impendulo	0	0	0	0	0	0	0	0	0	0
umthwalo wemfanelo	0	0	0	0	0	0	0	0	0	0
unomthwalo wemfanelo	1	0	0	0	0	0	0	0	0	1
ukuphendula	1	0	0	1	0	0	0	0	0	1
ukuphumula	1	0	0	0	0	0	0	0	0	0
yokudlela	0	0	0	0	0	0	0	0	0	0
ukuphumula	1	0	0	0	0	0	0	0	0	0
ukubuyisela	1	0	1	0	0	0	0	0	0	0
ukuphumula	0	0	0	1	0	0	0	0	0	0
ukubuyiselwa	0	0	0	0	0	0	0	0	0	0
ukuvuselela	1	0	0	1	0	0	1	0	0	1
kubuyiselwe	0	0	0	0	0	0	0	0	0	0
ukubuyisela	1	0	0	0	0	0	0	0	0	0
ukuvimbela	0	1	1	0	0	1	0	0	0	0
ivinjelwe	0	0	0	0	0	1	0	0	0	0
ukuvimbela	1	0	0	0	0	0	0	0	0	0
ukukhawulela	0	1	0	0	0	0	0	1	0	0
ivinjelwe	0	0	0	0	0	0	0	0	0	0
umkhawulo	0	1	1	0	0	1	0	1	0	0
ukuvimbela	0	1	0	0	0	0	0	0	0	0
umphumela	0	0	0	1	0	0	0	0	0	0
umphumela	0	0	0	1	0	0	0	0	0	0
ukuqala kabusha	1	0	0	0	0	0	0	0	0	0
uvuko	0	0	0	0	0	0	0	0	0	0
ukuvuselelwa	0	0	0	0	0	0	0	0	0	0
ukudayisa	0	0	0	0	0	0	0	0	0	0
umdayisi	0	0	0	0	0	0	0	0	0	0
gcina	0	0	0	0	0	0	0	0	0	1
ukugcina	0	0	0	0	0	0	0	0	0	0
buyisa	0	0	0	0	0	0	0	0	0	0
buyisela	0	1	1	0	0	0	0	0	0	0
ukuphindisela	0	1	1	0	0	1	0	0	0	0
ukuphindisela	0	1	1	0	0	0	0	0	0	0
linda	0	1	0	0	1	1	0	1	0	0
ukuphuza	0	1	0	0	0	0	0	0	0	0
ukugcinwa	1	0	0	0	0	0	0	0	0	0
ukulalela	0	0	0	0	0	0	0	0	0	0
ayifuni	0	1	0	0	0	1	0	0	0	0
i-retina	0	0	0	0	0	0	0	0	0	0
uthathe umhlalaphansi	0	0	0	0	0	0	0	0	0	0
umhlalaphansi	1	1	0	1	0	1	1	1	0	1
ukuthatha umhlalaphansi	0	0	0	0	0	0	0	0	0	0
buyisela	0	0	0	0	0	0	0	0	0	0
buyisela	0	1	0	0	0	0	0	0	0	0
buyisela emuva	0	0	0	0	0	0	0	0	0	0
phenduka	0	1	1	0	0	0	0	0	0	0
ukuhoxisa	0	1	0	0	0	0	0	0	0	0
ukuxoshwa	0	1	0	0	0	1	0	0	0	0
impindiselo	0	1	1	0	0	1	0	1	0	0
ukubuyisa	0	0	0	0	0	0	0	0	0	0
thola	0	0	0	0	0	0	0	0	0	0
i-retriever	0	0	0	0	0	0	0	0	0	0
ukubuyisela emuva	0	0	0	0	0	0	0	0	0	0
ukubuyisa kabusha	0	1	0	0	0	0	0	0	0	0
ubuyekeze	0	0	0	0	0	0	0	0	0	0
i-retrospective	0	0	0	0	0	0	0	0	0	0
ngokuphindaphindiwe	0	0	0	0	0	0	0	0	0	0
buyela	0	0	0	0	0	0	0	0	0	0
ukuhlangana kabusha	1	0	0	1	0	0	0	0	0	1
wembula	0	0	0	0	0	0	0	0	0	0
i-revel	1	0	0	0	0	0	1	0	0	0
isambulo	0	0	0	0	0	0	0	0	0	0
izintandokazi	1	0	0	0	0	0	1	0	0	0
buyisela	0	1	1	1	0	1	0	0	1	0
imali	0	0	0	0	0	0	0	0	0	0
ukubuyela emuva	0	0	0	0	0	0	0	0	0	0
hlonela	1	0	0	1	0	0	1	0	0	1
ukuhlonipha	1	0	0	0	0	0	1	0	0	1
umfundisi	1	0	0	0	0	0	1	0	0	0
inhlonipho	0	0	0	0	0	0	0	0	0	0
buyela emuva	1	0	0	0	0	0	1	0	0	1
ukuguqulwa	0	1	1	0	1	0	0	0	1	0
ukubuyela emuva	0	0	0	0	0	0	0	0	0	0
ukubuyela emuva	0	0	0	0	0	0	0	0	0	0
buyela emuva	0	0	0	0	0	0	0	0	0	0
ukubuyela emuva	0	0	0	0	0	0	0	0	0	0
ukubuyekezwa	0	0	0	0	0	0	0	0	0	0
umbuyekezi	0	0	0	0	0	0	0	0	0	0
buyekeza	1	0	0	0	0	0	0	0	0	0
ukubuyekezwa	0	0	0	0	0	0	0	0	0	0
buyekeza	0	0	0	0	0	0	0	0	0	0
imvuselelo	1	0	0	1	0	0	1	0	0	1
hlaziya	1	1	0	1	0	0	0	0	0	0
ukukhishwa	0	1	0	0	0	0	0	0	0	0
buyisa	0	1	1	0	1	1	0	1	0	0
ukuvukela	0	1	1	0	0	0	0	0	1	0
ukuvukela	0	1	1	0	1	1	0	0	0	0
i-revolution	1	1	1	1	0	1	0	1	1	0
uguquko	1	0	0	0	0	0	0	0	0	0
ukuguqula	0	0	0	0	0	0	0	0	0	0
ukuguquka	0	0	0	0	0	0	0	0	0	0
i-revolver	0	1	1	0	0	1	0	1	0	0
ukuvukela	0	1	1	0	1	1	0	0	0	0
umvuzo	1	0	0	1	0	0	1	0	1	1
isicoco	0	0	0	0	0	0	0	0	0	0
izimpendulo	0	0	0	0	0	0	0	0	0	0
i-rheumatism	0	1	1	0	0	1	0	1	0	0
imvumelwano	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
isigqi	1	0	0	0	0	0	0	0	0	0
isisindo	1	0	0	0	0	0	1	0	1	0
imbambo	0	0	0	0	0	0	0	0	0	0
ugibele	0	0	0	0	0	0	0	0	0	0
ibhoni	1	0	1	1	0	0	1	0	0	0
ilayisi	0	0	0	0	0	0	0	0	0	0
ingcebo	0	0	0	0	0	0	0	0	0	0
ukuceba	1	0	0	0	0	0	0	0	0	0
rick	0	0	0	0	0	0	0	0	0	0
ukukhwabanisa	0	1	0	0	0	0	0	0	0	0
susa	0	0	0	0	0	0	0	0	0	0
ukuqeda	0	0	0	0	0	0	0	0	0	0
imfumbe	0	0	0	0	0	0	0	0	1	0
i-riddled	0	1	0	0	0	0	0	0	0	0
ukugibela	0	0	0	0	0	0	0	0	0	0
umgibeli	1	0	0	0	0	0	0	0	0	0
i-ridge	0	0	0	0	0	0	0	0	0	0
ukuhleka usulu	0	1	1	0	1	0	0	1	0	0
ihlazo	0	1	1	0	1	0	0	0	0	0
ukugibela	0	0	0	0	0	0	0	0	0	0
siphelile	0	1	0	0	0	0	0	0	0	0
isibhamu	0	1	1	0	0	1	0	0	0	0
izibhamu	0	0	0	0	0	0	0	0	0	0
ukuqhuma	0	1	0	0	0	0	0	0	0	0
rig	0	0	0	0	0	0	0	0	0	0
ukuphanga	0	0	0	0	0	0	0	0	0	0
ulungile	1	0	0	0	0	0	0	0	0	0
kufanelekile	1	0	0	0	0	0	0	0	0	0
ngokufanele	1	0	0	0	0	0	0	0	0	0
eqinile	0	1	0	0	0	0	0	0	0	0
ukuqina	0	1	0	0	0	0	0	0	0	0
ukukhwabanisa	0	1	0	0	1	1	0	0	0	0
okunamandla	0	1	0	0	0	0	0	0	0	0
umsizi	0	0	0	0	0	0	0	0	0	0
rind	0	0	0	0	0	0	0	0	0	0
ring	0	0	0	0	0	0	0	0	0	0
i-ringer	0	1	1	0	0	0	0	0	0	0
ukukhala	0	0	0	0	0	0	0	0	0	0
rink	0	0	0	0	0	0	0	0	0	0
hlambulula	0	0	0	0	0	0	0	0	0	0
isiyaluyalu	0	1	1	0	0	1	0	0	0	0
ehlekisayo	0	1	1	0	0	1	0	0	1	0
isizwe	0	0	0	0	0	0	0	0	0	0
evuthiwe	1	0	0	0	0	0	0	0	0	0
uvuthwe	1	0	0	1	0	0	0	0	0	0
ukuvuthwa	0	0	0	0	0	0	0	0	0	0
ukuqhuma	0	0	0	0	0	0	0	0	0	0
ukuvuka	0	0	0	0	0	0	0	0	0	0
ukuphakama	1	0	0	1	0	0	1	0	0	0
ingozi	0	1	0	1	0	1	0	0	0	0
ingozi	0	1	0	1	0	1	0	0	0	0
umkhosi	0	0	0	0	0	0	0	0	0	0
isiko	0	0	0	0	0	0	0	0	0	0
amasiko	0	0	0	0	0	0	0	0	0	0
umlingani	0	0	0	0	0	0	0	0	0	0
ukuphikisana	0	1	1	0	0	0	0	0	0	0
umfula	0	0	0	0	0	0	0	0	0	0
udonga lomfula	0	0	0	0	0	0	0	0	0	0
rivet	0	0	0	0	0	0	0	0	0	0
kukhishwe	0	0	0	0	0	0	0	0	0	0
riveting	1	0	0	0	0	0	0	0	0	0
umgwaqo	0	0	0	0	0	0	0	0	0	0
imigwaqo	0	0	0	0	0	0	0	0	0	0
i-roadster	1	0	0	0	0	0	1	0	0	1
umgwaqo	0	0	0	0	0	0	0	0	0	0
hamba	0	0	0	0	0	0	0	0	0	0
bhonga	0	0	0	0	0	0	0	0	0	0
ukugosa	0	0	0	0	0	0	0	0	0	0
phanga	0	1	1	0	1	1	0	1	0	0
umphangi	0	1	0	0	1	1	0	0	0	0
ukuphanga	0	1	1	0	1	1	0	1	0	0
ingubo	0	0	0	0	0	0	0	0	0	0
i-robot	0	0	0	0	0	0	0	0	0	0
i-robotics	0	0	0	0	0	0	0	0	0	0
okuqinile	1	0	0	0	0	0	0	0	0	0
i-roc	0	0	0	0	0	0	0	0	0	0
idwala	1	0	0	0	0	0	0	0	0	0
i-rocket	0	0	1	0	0	0	0	0	0	0
amatshe	0	0	0	0	0	0	0	0	0	0
induku	1	0	0	0	0	1	0	0	0	1
roe	0	0	0	0	0	0	0	0	0	0
lukhulu	0	1	0	0	1	0	0	0	0	0
indima	0	0	0	0	0	0	0	0	0	0
roll	0	0	0	0	0	0	0	0	0	0
i-roller	0	0	0	0	0	0	0	0	0	0
ama rollers	0	0	0	0	0	0	0	0	0	0
i-rollicking	1	0	0	0	0	0	1	0	0	0
ukugoqa	0	0	0	0	0	0	0	0	0	0
uthando	1	0	0	1	0	1	1	1	1	1
uthando	1	0	0	1	0	0	1	0	0	1
romanticism	1	0	0	0	0	0	1	0	0	0
romp	1	0	0	0	0	0	1	0	0	0
uphahla	0	0	0	0	0	0	0	0	0	0
ugijima	0	1	1	0	1	0	0	0	0	0
igumbi	0	0	0	0	0	0	0	0	0	0
ekhululekile	0	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
iqhude	0	0	0	0	0	0	0	0	0	0
impande	0	0	0	0	0	0	0	0	0	0
zigxilile	1	0	0	0	0	0	0	0	0	1
intambo	0	0	0	0	0	0	0	0	0	0
rosari	0	0	0	0	0	0	0	0	0	0
wavuka	0	0	0	0	0	0	0	0	0	0
i-rosemary	0	0	0	0	0	0	0	0	0	0
i-rosette	0	0	0	0	0	0	0	0	0	0
uhlu	0	0	0	0	0	0	0	0	0	0
ngijabule	1	0	0	0	0	0	0	0	0	0
ukubola	0	1	0	0	1	1	0	1	0	0
i-rota	1	0	0	0	0	0	0	0	0	1
rotary	0	0	0	0	0	0	0	0	0	0
phenduka	0	0	0	0	0	0	0	0	0	0
ukujikeleza	0	0	0	0	0	0	0	0	0	0
rote	0	0	0	0	0	0	0	0	0	0
i-rotor	0	0	0	0	0	0	0	0	0	0
ukubola	0	1	0	0	1	0	0	0	0	0
rouge	0	0	0	0	0	0	0	0	0	0
okubi	0	0	0	0	0	0	0	0	0	0
cishe	0	0	0	0	0	0	0	0	0	0
ukuhlukumezeka	0	1	0	0	0	0	0	0	0	0
roulette	0	0	0	1	0	0	0	0	0	0
nxazonke	0	0	0	0	0	0	0	0	0	0
nxazonke	0	0	0	0	0	0	0	0	0	0
zizonke	0	0	0	0	0	0	0	0	0	0
nxazonke	0	0	0	0	0	0	0	0	0	0
vuka	0	0	0	0	0	0	0	0	0	0
ukuvusa	0	0	0	0	0	0	0	0	0	0
kuvusa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
umzila	0	0	0	0	0	0	0	0	0	0
isimiso	1	0	0	0	0	0	0	0	0	1
i-rover	0	0	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
umugqa	0	1	1	0	0	0	0	0	0	0
i-rowdy	0	1	0	0	0	0	0	0	0	0
ubukhosi	0	0	0	0	0	0	0	0	0	0
ubukhosi	1	0	0	0	0	0	0	0	0	0
gubha	0	0	0	0	0	0	0	0	0	0
irayibha	0	0	0	0	0	0	0	0	0	0
ama-rubber	0	0	0	0	0	0	0	0	0	0
ukuxubha	0	0	0	0	0	0	0	0	0	0
udoti	0	1	0	0	1	0	0	0	0	0
imfucumfucu	0	1	0	0	0	1	0	1	0	0
i-rubrikhi	1	0	0	0	0	0	0	0	0	0
i-ruby	0	0	0	0	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
bukhuni	0	0	0	0	0	0	0	0	0	0
i-rudimentary	0	0	0	0	0	0	0	0	0	0
ama-rudiments	0	0	0	0	0	0	0	0	0	0
rue	0	1	0	0	0	0	0	1	0	0
i-ruff	0	0	0	0	0	0	0	0	0	0
siphelile	0	1	0	0	0	0	0	0	0	0
ibhola	0	0	0	0	0	0	0	0	0	0
enamandla	0	1	0	0	0	0	0	0	0	0
incithakalo	0	1	0	0	0	1	0	1	0	0
yonakalisiwe	0	1	1	0	1	1	0	1	0	0
owonakalisayo	0	1	1	0	1	1	0	1	0	0
ukubhujiswa	0	0	0	0	0	0	0	0	0	0
ukubusa	0	0	0	0	0	1	0	0	0	1
umbusi	0	0	0	0	0	0	0	0	0	0
ebusa	0	0	0	0	0	0	0	0	0	0
iramu	0	0	0	0	0	0	0	0	0	0
rumble	0	0	0	0	0	0	0	0	0	0
ukuvota	0	0	0	0	0	0	0	0	0	0
amahemuhemu	0	1	0	0	0	0	0	1	0	0
amahemuhemu	0	0	0	0	0	0	0	0	0	0
i-rump	0	0	0	0	0	0	0	0	0	0
baleka	0	1	0	0	0	0	0	1	0	0
runes	0	0	0	0	0	0	0	0	0	0
rung	0	0	0	0	0	0	0	0	0	0
umgijimi	0	0	0	0	0	0	0	0	0	0
egijima	0	0	0	0	0	0	0	0	0	0
umgwaqo	0	0	0	0	0	0	0	0	0	0
ukuphuka	0	1	0	0	0	1	0	1	1	0
zasemakhaya	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
ukuphuthuma	0	0	0	0	0	0	0	0	0	0
ukugqwala	0	1	0	0	0	0	0	0	0	0
rustic	0	0	0	0	0	0	0	0	0	0
i-rustle	0	0	0	0	0	0	0	0	0	0
ukugqwala	0	1	0	0	0	0	0	0	0	0
rut	0	0	0	0	0	0	0	0	0	0
ruth	1	0	0	0	0	0	0	0	0	0
unonya	0	1	1	0	1	1	0	0	0	0
rye	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	0	1	0	0	0	0
umhlabathi	0	0	0	0	0	0	0	0	0	0
isabatha	0	1	1	0	1	1	0	1	1	0
sac	0	0	0	0	0	0	0	0	0	0
isaka	0	0	0	0	0	0	0	0	0	0
isakramente	0	0	0	0	0	0	0	0	0	0
engcwele	0	0	0	0	0	0	0	0	0	0
imihlatshelo	0	1	0	0	1	1	0	1	0	0
i-saddle	0	0	0	0	0	0	0	0	0	0
ngokudabukisayo	0	1	0	0	0	0	0	1	0	0
ukudabuka	0	1	0	0	0	0	0	1	0	1
ephephile	1	0	0	0	0	0	1	0	0	1
qapha	1	0	0	0	0	0	0	0	0	1
ukulondeka	0	0	0	0	0	0	0	0	0	1
ukuphepha	0	0	0	0	0	0	0	0	0	0
i-safari	0	0	0	0	0	0	0	0	0	0
sag	0	1	0	0	0	1	0	0	0	0
saga	0	0	0	0	0	0	0	0	0	0
sage	1	0	0	0	0	0	0	0	0	1
umkhumbi	0	0	0	0	0	0	0	0	0	0
ukuhamba ngomkhumbi	0	0	0	0	0	0	0	0	0	0
umkhumbi	0	0	0	0	0	0	0	0	0	0
isanta	1	0	0	1	0	0	1	0	1	1
ingcwele	1	0	0	1	0	0	1	0	1	1
isaladi	0	0	0	0	0	0	0	0	0	0
umlayezo	0	0	0	0	0	0	0	0	0	0
umholo	1	0	0	1	0	0	1	0	0	1
ukudayiswa	0	0	0	0	0	0	0	0	0	0
umthengisi	0	0	0	0	0	0	0	0	0	0
salient	1	0	0	0	0	0	0	0	0	0
saline	0	0	0	0	0	0	0	0	0	0
amathe	0	0	0	1	0	0	0	0	0	0
sally	0	0	0	0	0	0	0	0	1	0
salon	0	0	0	0	0	0	0	0	0	0
saloon	0	0	1	0	0	0	0	0	0	0
usawoti	0	0	0	0	0	0	0	0	0	0
usawoti	0	0	0	0	0	0	0	0	0	0
salutary	1	0	0	0	0	0	1	0	0	1
salutation	0	0	0	0	0	0	0	0	0	0
salute	1	0	0	0	0	0	1	0	0	0
salvage	0	0	0	0	0	0	0	0	0	0
insindiso	1	0	0	1	0	0	1	0	0	1
salve	1	0	0	0	0	0	0	0	0	0
samba	0	0	0	0	0	0	0	0	0	0
sameness	0	0	0	0	0	0	0	0	0	0
ama-Samurai	1	0	0	0	0	1	0	0	0	0
ukungcweliswa	1	0	0	0	0	0	1	0	0	1
ngcwelisiwe	0	0	0	0	0	0	0	0	0	0
ngcwelisa	1	0	0	1	0	0	1	1	1	1
isigwebo	0	0	0	0	0	0	0	0	0	0
ijeziswe	0	0	0	0	0	0	0	0	0	0
ubungcwele	0	0	0	0	0	0	0	0	0	0
indawo engcwele	1	0	0	1	0	0	1	0	0	1
isihlabathi	0	0	0	0	0	0	0	0	0	0
sandal	0	0	0	0	0	0	0	0	0	0
sander	0	0	0	0	0	0	0	0	0	0
izihlabathi	0	0	0	0	0	0	0	0	0	0
isihlabathi	0	0	0	0	0	0	0	0	0	0
sane	0	0	0	0	0	0	0	0	0	0
sanguine	1	0	0	0	0	0	0	0	0	0
ihlanzekile	1	0	0	0	0	0	0	0	0	0
i-sanity	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sisha	0	1	0	0	0	0	0	1	0	0
isafire	0	0	0	0	0	0	0	0	0	0
sappy	0	0	0	0	0	0	0	0	0	1
ukucasula	0	1	1	0	1	0	0	1	0	0
i-sarcoma	0	1	0	0	0	1	0	1	0	0
i-sardonic	0	1	0	0	0	0	0	0	0	0
sash	0	0	0	0	0	0	0	0	0	0
uSathane	0	1	1	0	0	0	0	0	0	0
satchel	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
satellite	0	0	0	0	0	0	0	0	0	0
satin	1	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
satirical	0	0	0	0	0	0	0	0	0	0
ukwaneliseka	0	0	0	0	0	0	0	0	0	0
okwanelisayo	1	0	0	0	0	0	0	0	0	0
unelisekile	1	0	0	0	0	0	1	0	0	0
gcwalisa	0	0	0	0	0	0	0	0	0	0
igcwele	0	1	0	0	1	0	0	0	0	0
ukugcwalisa	0	0	0	0	0	0	0	0	0	0
i-sauce	0	0	0	0	0	0	0	0	0	0
iphoyisa	0	0	0	0	0	0	0	0	0	0
isoso	0	0	0	0	0	0	0	0	0	0
i-saucy	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
i-sauna	0	0	0	0	0	0	0	0	0	0
inhlanhla	0	1	1	0	0	1	0	0	0	0
ukuhlukumezeka	0	1	1	0	0	1	0	0	0	0
i-savanna	0	0	0	0	0	0	0	0	0	0
londoloza	1	0	0	0	0	0	1	0	0	1
ukusindisa	0	0	0	0	0	0	0	0	0	0
ukulondoloza	1	0	0	0	0	0	0	0	0	0
ukunambitheka	1	0	0	1	1	0	1	1	0	1
i-savory	1	0	0	0	0	0	0	0	0	0
savvy	1	0	0	0	0	0	0	0	0	0
sawdust	0	0	0	0	0	0	0	0	0	0
i-sax	0	0	0	0	0	0	0	0	0	0
i-saxophone	0	0	0	0	0	0	0	0	0	0
isikhumba	0	1	0	0	0	0	0	0	0	0
isikhala	0	0	0	0	0	0	0	0	0	0
scaffold	0	1	0	0	0	1	0	0	0	0
ukukhwabanisa	0	0	0	0	0	0	0	0	0	0
isikali	0	0	0	0	0	0	0	0	0	0
isikali	0	0	0	0	0	0	0	0	0	0
i-scallop	0	0	0	0	0	0	0	0	0	0
isikhumba	0	0	0	0	0	0	0	0	0	0
isikhumba se-scalpel	0	1	0	0	0	1	0	0	0	0
scaly	0	1	0	0	0	0	0	0	0	0
ukuskena	0	0	0	0	0	0	0	0	0	0
ukukhwabanisa	0	1	0	0	0	1	0	0	0	0
okwesabisa	0	1	1	0	0	0	0	0	0	0
u-scanty	0	1	0	0	0	0	0	0	0	0
scape	0	0	0	0	0	0	0	0	0	0
i-scapegoat	0	1	1	0	0	1	0	0	0	0
ukwesaba	0	1	1	0	1	1	0	1	0	0
scarab	0	0	0	0	0	0	0	0	0	0
kuntula	0	1	0	0	0	1	0	1	0	0
akunakwenzeka	0	1	0	0	0	0	0	1	0	0
ukusobala	0	1	1	0	0	1	0	1	0	0
esabisa	0	1	1	1	0	1	0	0	1	0
scarecrow	1	1	0	0	0	1	0	0	0	0
